DateCollected,Site,ReproShootID,RhipidiumNumber,RhipidiumHt,SpatheStage,Seeds
2024-08-23,FMI,3,4,19,PS,
2024-08-23,FMI,3,4,19,3.5,8
2024-08-23,FMI,3,5,27,PS,
2024-08-23,FMI,3,5,27,3.5,8
2024-08-23,FMI,4,1,2.5,1,
2024-08-23,FMI,4,1,2.5,PS,
2024-08-23,FMI,4,2,7,1,
2024-08-23,FMI,4,2,7,PS,
2024-08-23,FMI,4,2,7,3.5,7
2024-08-23,FMI,4,3,11,0,
2024-08-23,FMI,4,3,11,3.5,8
2024-08-23,FMI,4,4,17,0,
2024-08-23,FMI,4,4,17,PS,
2024-08-23,FMI,4,4,17,3.5,8
2024-08-23,FMI,5,1,1,1,
2024-08-23,FMI,5,2,5,1,
2024-08-23,FMI,5,2,5,PS,
2024-08-23,FMI,5,3,12,0,
2024-08-23,FMI,5,4,16,0,
2024-08-23,FMI,5,4,16,0,
2024-08-23,FMI,5,4,16,PS,
2024-08-23,FPT,1,1,3,PS,
2024-08-23,FPT,1,2,8,1,
2024-08-23,FPT,1,2,8,PS,
2024-08-23,FPT,1,3,13,0,
2024-08-23,FPT,1,4,17.5,0,
2024-08-23,FPT,1,5,20,PS,
2024-08-23,FPT,2,1,12,2,
2024-08-23,FPT,2,1,12,0,
2024-08-23,FPT,2,2,18,1,
2024-08-23,FPT,2,2,18,PS,
2024-08-23,FPT,2,3,26,0,
2024-08-23,FPT,2,3,26,PS,
2024-08-23,FPT,2,4,35,1,
2024-08-23,FPT,2,4,35,0,
2024-08-23,FPT,3,1,8,1,
2024-08-23,FPT,3,2,14,0,
2024-08-23,FPT,3,3,22.5,0,
2024-08-23,FPT,3,4,29,1,
2024-08-23,FPT,3,4,29,PS,
2024-08-23,FPT,4,1,7,0,
2024-08-23,FPT,4,2,15.5,0,
2024-08-23,FPT,4,3,23,0,
2024-08-23,FPT,5,1,6.5,2,
2024-08-23,FPT,5,1,6.5,PS,
2024-08-23,FPT,5,2,13,1,
2024-08-23,FPT,5,2,13,0,
2024-08-23,FPT,5,2,13,PS,
2024-08-23,FPT,5,3,18.5,1,
2024-08-23,FPT,5,3,18.5,0,
2024-08-23,FPT,5,4,22,0,
2024-08-23,FPT,5,4,22,PS,
2024-08-23,FPT,5,5,31,1,
2024-08-23,FPT,5,5,31,0,
2024-08-23,FSB,1,1,10.5,2,
2024-08-23,FSB,1,1,10.5,4,6
2024-08-23,FSB,1,1,10.5,4,6
2024-08-23,FSB,1,1,10.5,6,
2024-08-23,FSB,1,1,10.5,4,2
2024-08-23,FSB,1,1,10.5,4,4
2024-08-23,FSB,1,1,10.5,unk,
2024-08-23,FSB,1,2,24,unk,
2024-08-23,FSB,1,3,42,4,2
2024-08-23,FSB,1,4,44,0,
2024-08-23,FSB,1,4,44,4,2
2024-08-23,FSB,1,4,44,4,2
2024-08-23,FSB,2,1,16,4,2
2024-08-23,FSB,2,1,16,4,2
2024-08-23,FSB,2,1,16,unk,
2024-08-23,FSB,2,1,16,4,2
2024-08-23,FSB,2,1,16,4,5
2024-08-23,FSB,2,1,16,3.5,3
2024-08-23,FSB,2,1,16,5,5
2024-08-23,FSB,2,1,16,5,8
2024-08-23,FSB,2,1,16,4,4
2024-08-23,FSB,2,2,32,6,
2024-08-23,FSB,2,2,32,5,13
2024-08-23,FSB,2,2,32,4,4
2024-08-23,FSB,2,2,32,0,
2024-08-23,FSB,2,2,32,3.5,8
2024-08-23,FSB,2,2,32,4,5
2024-08-23,FSB,2,3,37,5,10
2024-08-23,FSB,2,3,37,4,7
2024-08-23,FSB,2,3,37,4,7
2024-08-23,FSB,2,3,37,3.5,6
2024-08-23,FSB,2,4,43,4,8
2024-08-23,FSB,2,4,43,4,6
2024-08-23,FSB,2,4,43,3.5,8
2024-08-23,FSB,2,4,43,0,
2024-08-23,FSB,2,4,43,5,8
2024-08-23,FSB,2,5,46,unk,
2024-08-23,FSB,3,1,5,4,5
2024-08-23,FSB,3,1,5,2,
2024-08-23,FSB,3,1,5,unk,
2024-08-23,FSB,3,1,5,3.5,6
2024-08-23,FSB,3,2,13,4,5
2024-08-23,FSB,3,2,13,4,5
2024-08-23,FSB,3,2,13,3.5,5
2024-08-23,FSB,3,3,20,4,7
2024-08-23,FSB,3,3,20,4,7
2024-08-23,FSB,3,3,20,5,5
2024-08-23,FSB,3,3,20,3.5,5
2024-08-23,FSB,3,4,26,4,5
2024-08-23,FSB,3,4,26,5,8
2024-08-23,FSB,3,4,26,3.5,8
2024-08-23,FSB,3,4,26,1,
2024-08-23,FSB,4,1,19,5,2
2024-08-23,FSB,4,1,19,3.5,2
2024-08-23,FSB,4,1,19,unk,
2024-08-23,FSB,4,1,19,unk,
2024-08-23,FSB,4,2,32,6,
2024-08-23,FSB,4,2,32,4,3
2024-08-23,FSB,4,3,42,6,
2024-08-23,FSB,4,3,42,6,
2024-08-23,FSB,5,1,10,4,6
2024-08-23,FSB,5,1,10,3.5,8
2024-08-23,FSB,5,1,10,0,
2024-08-23,FSB,5,1,10,4,5
2024-08-23,FSB,5,1,10,6,
2024-08-23,FSB,5,2,20,4,6
2024-08-23,FSB,5,2,20,5,7
2024-08-23,FSB,5,2,20,1,
2024-08-23,FSB,5,2,20,4,5
2024-08-23,FSB,5,2,20,3.5,8
2024-08-23,FSB,5,3,30,6,
2024-08-23,FSB,5,4,35,5,9
2024-08-23,FSB,5,4,35,4,6
2024-08-23,FSB,5,4,35,0,
2024-08-23,FSB,5,4,35,4,7
2024-08-23,FSB,5,4,35,3.5,6
2024-08-23,NCB,1,1,9,5,2
2024-08-23,NCB,1,1,9,3.5,3
2024-08-23,NCB,1,1,9,5,2
2024-08-23,NCB,1,1,9,4,4
2024-08-23,NCB,1,1,9,6,
2024-08-23,NCB,1,2,17,6,
2024-08-23,NCB,1,2,17,0,
2024-08-23,NCB,1,2,17,4,6
2024-08-23,NCB,1,2,17,5,1
2024-08-23,NCB,1,3,24,4,1
2024-08-23,NCB,1,3,24,6,
2024-08-23,NCB,1,3,24,3.5,5
2024-08-23,NCB,1,4,29,5,1
2024-08-23,NCB,1,4,29,5,3
2024-08-23,NCB,1,4,29,4,4
2024-08-23,NCB,1,5,33,5,3
2024-08-23,NCB,1,5,33,unk,
2024-08-23,NCB,1,5,33,3.5,4
2024-08-23,NCB,2,1,3,5,3
2024-08-23,NCB,2,1,3,0,
2024-08-23,NCB,2,1,3,4,6
2024-08-23,NCB,2,1,3,5,2
2024-08-23,NCB,2,1,3,5,4
2024-08-23,NCB,2,1,3,4,4
2024-08-23,NCB,2,1,3,3.5,4
2024-08-23,NCB,2,2,12,5,8
2024-08-23,NCB,2,2,12,4,5
2024-08-23,NCB,2,2,12,4,6
2024-08-23,NCB,2,2,12,3.5,5
2024-08-23,NCB,2,3,19,5,6
2024-08-23,NCB,2,3,19,5,7
2024-08-23,NCB,2,3,19,4,4
2024-08-23,NCB,2,3,19,3,
2024-08-23,NCB,2,4,26,5,3
2024-08-23,NCB,2,4,26,5,2
2024-08-23,NCB,2,4,26,3.5,7
2024-08-23,NCB,2,4,26,PS,
2024-08-23,NCB,2,5,31,unk,
2024-08-23,NCB,2,5,31,5,6
2024-08-23,NCB,2,5,31,4,4
2024-08-23,NCB,2,5,31,3.5,6
2024-08-23,NCB,3,1,11,6,
2024-08-23,NCB,3,2,18,5,1
2024-08-23,NCB,3,3,26,5,5
2024-08-23,NCB,3,3,26,4,4
2024-08-23,NCB,3,3,26,5,2
2024-08-23,NCB,3,4,31,5,5
2024-08-23,NCB,3,4,31,4,2
2024-08-23,NCB,3,4,31,5,3
2024-08-23,NCB,4,1,8.5,5,3
2024-08-23,NCB,4,1,8.5,5,5
2024-08-23,NCB,4,1,8.5,5,2
2024-08-23,NCB,4,1,8.5,6,
2024-08-23,NCB,4,2,17,6,
2024-08-23,NCB,4,2,17,6,
2024-08-23,NCB,4,2,17,3.5,3
2024-08-23,NCB,4,3,24.5,5,3
2024-08-23,NCB,4,3,24.5,4,2
2024-08-23,NCB,4,3,24.5,3.5,4
2024-08-23,NCB,4,4,32.5,6,
2024-08-23,NCB,4,4,32.5,3.5,5
2024-08-23,NCB,4,4,32.5,6,
2024-08-23,NCB,4,5,38,6,
2024-08-23,NCB,4,5,38,6,
2024-08-23,NCB,4,5,38,4,5
2024-08-23,NCB,4,5,38,3.5,5
2024-08-23,NCB,5,1,10,5,2
2024-08-23,NCB,5,1,10,5,1
2024-08-23,NCB,5,1,10,unk,
2024-08-23,NCB,5,2,17,4,2
2024-08-23,NCB,5,2,17,5,3
2024-08-23,NCB,5,2,17,unk,
2024-08-23,NCB,5,2,17,unk,
2024-08-23,NCB,5,3,24,5,3
2024-08-23,NCB,5,3,24,unk,
2024-08-23,NCB,5,3,24,unk,
2024-08-23,NCB,5,3,24,unk,
2024-08-23,NCB,5,4,31,5,4
2024-08-23,NCB,5,4,31,3.5,3
2024-08-23,NCB,5,4,31,5,2
2024-08-23,NCB,5,5,37,6,
2024-08-23,NCB,5,5,37,unk,
2024-08-23,NCB,5,5,37,unk,
2024-08-23,NCB,5,5,37,unk,
2024-08-23,NSGNB,1,1,1,PS,
2024-08-23,NSGNB,1,2,8,PS,
2024-08-23,NSGNB,1,3,16.5,0,
2024-08-23,NSGNB,2,1,2,0,
2024-08-23,NSGNB,2,2,5,0,
2024-08-23,NSGNB,2,2,5,PS,
2024-08-23,NSGNB,2,3,9,PS,
2024-08-23,NSGNB,2,4,15,PS,
2024-08-23,NSGNB,3,1,5.5,1,
2024-08-23,NSGNB,3,1,5.5,PS,
2024-08-23,NSGNB,3,2,10,0,
2024-08-23,NSGNB,3,3,15.5,PS,
2024-08-23,NSGNB,3,4,24,0,
2024-08-23,NSGNB,4,1,3,1,
2024-08-23,NSGNB,4,1,3,1,
2024-08-23,NSGNB,4,2,7.5,0,
2024-08-23,NSGNB,4,2,7.5,PS,
2024-08-23,NSGNB,4,3,13,0,
2024-08-23,NSGNB,4,4,20.5,0,
2024-08-23,NSGNB,4,4,20.5,PS,
2024-08-23,NSGNB,5,1,5,4,2
2024-08-23,NSGNB,5,1,5,0,
2024-08-23,NSGNB,5,1,5,2,
2024-08-23,NSGNB,5,1,5,2,
2024-08-23,NSGNB,5,1,5,1,
2024-08-23,NSGNB,5,1,5,4,3
2024-08-23,NSGNB,5,2,11,4,3
2024-08-23,NSGNB,5,2,11,2,
2024-08-23,NSGNB,5,2,11,1,
2024-08-23,NSGNB,5,2,11,0,
2024-08-23,NSGNB,5,2,11,4,2
2024-08-23,NSGNB,5,3,16,3,
2024-08-23,NSGNB,5,3,16,3,
2024-08-23,NSGNB,5,3,16,4,4
2024-08-23,NSGNB,5,3,16,3.5,5
2024-08-23,NSGNB,5,3,16,3.5,5
2024-08-23,NSGNB,5,4,21,3.5,4
2024-08-23,NSGNB,5,4,21,3.5,6
2024-08-23,NSGNB,5,4,21,1,
2024-08-23,NSGNB,5,4,21,0,
2024-08-23,NSGNB,5,4,21,4,2
2024-08-23,NSGNB,5,5,28,3.5,7
2024-08-23,NSGNB,5,5,28,4,4
2024-08-23,NSGNB,5,5,28,3.5,6
2024-08-23,NSGNB,5,5,28,2,
2024-08-23,NSGNB,5,5,28,3.5,6
2024-08-23,NSGNB,5,5,28,1,
2024-09-06,FPT,1,1,7,0,
2024-09-06,FPT,1,1,7,PS,
2024-09-06,FPT,1,2,13,0,
2024-09-06,FPT,1,2,13,PS,
2024-09-06,FPT,1,3,19,0,
2024-09-06,FPT,1,4,27,3.5,8
2024-09-06,FPT,1,4,27,0,
2024-09-06,FPT,2,1,7,3.5,6
2024-09-06,FPT,2,1,7,PS,
2024-09-06,FPT,2,2,20,3.5,8
2024-09-06,FPT,2,2,20,0,
2024-09-06,FPT,2,2,20,PS,
2024-09-06,FPT,2,3,26,3.5,10
2024-09-06,FPT,2,3,26,0,
2024-09-06,FPT,2,4,34.5,0,
2024-09-06,FPT,2,4,34.5,PS,
2024-09-06,FPT,2,5,42.5,3.5,10
2024-09-06,FPT,2,5,42.5,0,
2024-09-06,FPT,3,1,11,0,
2024-09-06,FPT,3,1,11,0,
2024-09-06,FPT,3,1,11,0,
2024-09-06,FPT,3,1,11,0,
2024-09-06,FPT,3,2,21,0,
2024-09-06,FPT,3,3,31,0,
2024-09-06,FPT,3,4,40,0,
2024-09-06,FPT,3,4,40,0,
2024-09-06,FPT,3,4,40,3.5,1
2024-09-06,FPT,3,4,40,3.5,3
2024-09-06,FPT,3,4,40,3.5,6
2024-09-06,FPT,3,4,40,0,
2024-09-06,FPT,3,5,46.5,0,
2024-09-06,FPT,3,5,46.5,0,
2024-09-06,FPT,3,5,46.5,0,
2024-09-06,FPT,3,5,46.5,3.5,3
2024-09-06,FPT,4,1,7.5,4,5
2024-09-06,FPT,4,1,7.5,1,
2024-09-06,FPT,4,2,15,0,
2024-09-06,FPT,4,3,24,3.5,7
2024-09-06,FPT,4,3,24,PS,
2024-09-06,FPT,4,3,24,1,
2024-09-06,FPT,4,4,36.5,3.5,7
2024-09-06,FPT,4,4,36.5,0,
2024-09-06,FPT,4,5,41,4,8
2024-09-06,FPT,4,6,45,3.5,10
2024-09-06,FPT,4,6,45,0,
2024-09-06,FPT,5,1,7.5,4,7
2024-09-06,FPT,5,1,7.5,3.5,8
2024-09-06,FPT,5,1,7.5,0,
2024-09-06,FPT,5,1,7.5,0,
2024-09-06,FPT,5,1,7.5,3.5,7
2024-09-06,FPT,5,2,14.5,3.5,9
2024-09-06,FPT,5,2,14.5,3.5,9
2024-09-06,FPT,5,2,14.5,0,
2024-09-06,FPT,5,3,21.5,4,8
2024-09-06,FPT,5,3,21.5,0,
2024-09-06,FPT,5,4,27,4,10
2024-09-06,FPT,5,4,27,0,
2024-09-06,NCB,1,1,10,unk,
2024-09-06,NCB,1,1,10,unk,
2024-09-06,NCB,1,1,10,unk,
2024-09-06,NCB,1,1,10,unk,
2024-09-06,NCB,1,1,10,3.5,1
2024-09-06,NCB,1,2,20,4,3
2024-09-06,NCB,1,2,20,3.5,3
2024-09-06,NCB,1,2,20,3.5,4
2024-09-06,NCB,1,2,20,3.5,
2024-09-06,NCB,1,3,28,4,1
2024-09-06,NCB,1,3,28,3.5,2
2024-09-06,NCB,1,3,28,4,4
2024-09-06,NCB,1,3,28,0,
2024-09-06,NCB,1,4,35,2,
2024-09-06,NCB,1,4,35,1,
2024-09-06,NCB,1,4,35,3.5,2
2024-09-06,NCB,1,5,43,4,3
2024-09-06,NCB,1,5,43,4,7
2024-09-06,NCB,1,5,43,1,
2024-09-06,NCB,2,1,8,5,1
2024-09-06,NCB,2,1,8,4,2
2024-09-06,NCB,2,1,8,5,1
2024-09-06,NCB,2,2,13,4,1
2024-09-06,NCB,2,2,13,4,2
2024-09-06,NCB,2,2,13,2,
2024-09-06,NCB,2,3,18,4,7
2024-09-06,NCB,2,3,18,4,4
2024-09-06,NCB,2,3,18,6,
2024-09-06,NCB,2,3,18,2,
2024-09-06,NCB,3,1,14.5,4,3
2024-09-06,NCB,3,1,14.5,4,4
2024-09-06,NCB,3,1,14.5,5,3
2024-09-06,NCB,3,1,14.5,0,
2024-09-06,NCB,3,2,23,4,2
2024-09-06,NCB,3,2,23,6,
2024-09-06,NCB,3,3,30,4,1
2024-09-06,NCB,3,3,30,4,5
2024-09-06,NCB,3,3,30,4,1
2024-09-06,NCB,3,4,36.5,6,
2024-09-06,NCB,3,4,36.5,6,
2024-09-06,NCB,3,5,45.5,2,
2024-09-06,NCB,3,5,45.5,2,
2024-09-06,NCB,3,5,45.5,3.5,2
2024-09-06,NCB,4,1,5.5,4,2
2024-09-06,NCB,4,1,5.5,unk,
2024-09-06,NCB,4,2,14,4,1
2024-09-06,NCB,4,2,14,4,3
2024-09-06,NCB,4,2,14,4,3
2024-09-06,NCB,4,3,20,4,5
2024-09-06,NCB,4,3,20,6,
2024-09-06,NCB,4,3,20,6,
2024-09-06,NCB,4,3,20,0,
2024-09-06,NCB,4,3,20,4,4
2024-09-06,NCB,4,4,27,unk,
2024-09-06,NCB,4,4,27,4,2
2024-09-06,NCB,4,4,27,3.5,2
2024-09-06,NCB,4,4,27,4,2
2024-09-06,NCB,4,4,27,0,
2024-09-06,NCB,5,1,9,unk,
2024-09-06,NCB,5,1,9,unk,
2024-09-06,NCB,5,1,9,5,3
2024-09-06,NCB,5,2,17,5,2
2024-09-06,NCB,5,2,17,5,1
2024-09-06,NCB,5,2,17,4,3
2024-09-06,NCB,5,3,22.5,2,
2024-09-06,NCB,5,3,22.5,6,
2024-09-06,NCB,5,4,26,5,1
2024-09-06,NCB,5,4,26,5,1
2024-09-06,NSGNB,1,1,4,0,
2024-09-06,NSGNB,1,1,4,3.5,5
2024-09-06,NSGNB,1,2,10,3.5,7
2024-09-06,NSGNB,1,2,10,0,
2024-09-06,NSGNB,1,3,15.5,3.5,7
2024-09-06,NSGNB,1,3,15.5,PS,
2024-09-06,NSGNB,1,4,18.5,3.5,9
2024-09-06,NSGNB,1,4,18.5,PS,
2024-09-06,NSGNB,2,1,4,3.5,6
2024-09-06,NSGNB,2,1,4,1,
2024-09-06,NSGNB,2,2,10,3.5,6
2024-09-06,NSGNB,2,2,10,PS,
2024-09-06,NSGNB,2,3,14.5,0,
2024-09-06,NSGNB,2,4,20,1,
2024-09-06,NSGNB,2,4,20,0,
2024-09-06,NSGNB,3,1,3,PS,
2024-09-06,NSGNB,3,2,7,0,
2024-09-06,NSGNB,3,3,10,PS,
2024-09-06,NSGNB,3,4,16,0,
2024-09-06,NSGNB,4,1,3,4,4
2024-09-06,NSGNB,4,1,3,3.5,6
2024-09-06,NSGNB,4,2,6,4,3
2024-09-06,NSGNB,4,2,6,3.5,6
2024-09-06,NSGNB,4,2,6,0,
2024-09-06,NSGNB,4,3,10,0,
2024-09-06,NSGNB,4,3,10,0,
2024-09-06,NSGNB,4,3,10,2,
2024-09-06,NSGNB,4,4,16,4,8
2024-09-06,NSGNB,4,4,16,3.5,10
2024-09-06,NSGNB,4,4,16,0,
2024-09-06,NSGNB,5,1,5,0,
2024-09-06,NSGNB,5,2,11,0,
2024-09-06,NSGNB,5,2,11,PS,
2024-09-06,NSGNB,5,3,17,PS,
2024-09-06,NSGNB,5,3,17,PS,
2024-09-06,NSGNB,5,4,25,0,
2024-09-11,FMI,1,1,4,4,6
2024-09-11,FMI,1,1,4,0,
2024-09-11,FMI,1,1,4,3.5,6
2024-09-11,FMI,1,1,4,4,3
2024-09-11,FMI,1,2,9,4,3
2024-09-11,FMI,1,2,9,4,6
2024-09-11,FMI,1,2,9,0,
2024-09-11,FMI,1,2,9,0,
2024-09-11,FMI,1,2,9,3.5,9
2024-09-11,FMI,1,3,15,3.5,7
2024-09-11,FMI,1,3,15,0,
2024-09-11,FMI,1,3,15,4,1
2024-09-11,FMI,1,4,29,4,5
2024-09-11,FMI,1,4,29,0,
2024-09-11,FMI,1,4,29,3,
2024-09-11,FMI,1,4,29,4,7
2024-09-11,FMI,2,1,4,3.5,6
2024-09-11,FMI,2,1,4,PS,
2024-09-11,FMI,2,2,13,0,
2024-09-11,FMI,2,2,13,3.5,8
2024-09-11,FMI,2,3,18,3.5,11
2024-09-11,FMI,2,3,18,0,
2024-09-11,FMI,3,1,3,1,
2024-09-11,FMI,3,1,3,4,3
2024-09-11,FMI,3,1,3,0,
2024-09-11,FMI,3,1,3,4,4
2024-09-11,FMI,3,2,8,4,4
2024-09-11,FMI,3,2,8,3.5,6
2024-09-11,FMI,3,2,8,2,
2024-09-11,FMI,3,2,8,PS,
2024-09-11,FMI,3,3,14,4,5
2024-09-11,FMI,3,3,14,3.5,7
2024-09-11,FMI,3,3,14,0,
2024-09-11,FMI,3,3,14,PS,
2024-09-11,FMI,3,4,21,3.5,8
2024-09-11,FMI,3,4,21,1,
2024-09-11,FMI,4,1,4,3.5,3
2024-09-11,FMI,4,2,7,3.5,3
2024-09-11,FMI,4,2,7,3.5,4
2024-09-11,FMI,4,2,7,0,
2024-09-11,FMI,4,3,12,3.5,5
2024-09-11,FMI,4,3,12,1,
2024-09-11,FMI,4,3,12,PS,
2024-09-11,FMI,4,4,19,4,3
2024-09-11,FMI,4,4,19,3.5,7
2024-09-11,FMI,4,4,19,0,
2024-09-11,FMI,4,4,19,PS,
2024-09-11,FMI,5,1,7,3.5,3
2024-09-11,FMI,5,2,11,3.5,3
2024-09-11,FMI,5,2,11,PS,
2024-09-11,FMI,5,3,15,4,2
2024-09-11,FMI,5,3,15,3.5,3
2024-09-11,FMI,5,3,15,PS,
2024-09-23,FMI,1,1,4,3.5,8
2024-09-23,FMI,1,1,4,0,
2024-09-23,FMI,1,1,4,3,
2024-09-23,FMI,1,2,8.5,3.5,8
2024-09-23,FMI,1,2,8.5,0,
2024-09-23,FMI,1,3,14,3.5,8
2024-09-23,FMI,1,3,14,0,
2024-09-23,FMI,1,4,18,4,5
2024-09-23,FMI,1,4,18,3.5,7
2024-09-23,FMI,1,4,18,0,
2024-09-23,FMI,2,1,3.5,4,6
2024-09-23,FMI,2,1,3.5,3.5,3
2024-09-23,FMI,2,1,3.5,0,
2024-09-23,FMI,2,1,3.5,4,3
2024-09-23,FMI,2,2,7,5,4
2024-09-23,FMI,2,2,7,4,3
2024-09-23,FMI,2,2,7,3.5,6
2024-09-23,FMI,2,3,12,4,6
2024-09-23,FMI,2,3,12,4,3
2024-09-23,FMI,2,3,12,3,
2024-09-23,FMI,2,4,18,0,
2024-09-23,FMI,2,4,18,4,9
2024-09-23,FMI,2,4,18,3.5,8
2024-09-23,FMI,3,1,1,1,
2024-09-23,FMI,3,2,6,0,
2024-09-23,FMI,3,3,12,0,
2024-09-23,FMI,3,4,20,1,
2024-09-23,FMI,4,1,2,3.5,7
2024-09-23,FMI,4,1,2,0,
2024-09-23,FMI,4,2,7,3.5,8
2024-09-23,FMI,4,2,7,0,
2024-09-23,FMI,4,3,12,0,
2024-09-23,FMI,4,3,12,PS,
2024-09-23,FMI,4,4,21.5,1,
2024-09-23,FMI,4,4,21.5,3.5,9
2024-09-23,FMI,5,1,5.5,4,4
2024-09-23,FMI,5,1,5.5,4,2
2024-09-23,FMI,5,1,5.5,3.5,3
2024-09-23,FMI,5,2,11,5,5
2024-09-23,FMI,5,2,11,4,4
2024-09-23,FMI,5,2,11,1,
2024-09-23,FMI,5,2,11,3.5,4
2024-09-23,FMI,5,3,15,4,5
2024-09-23,FMI,5,4,20,4,6
2024-09-23,FMI,5,4,20,0,
2024-09-23,FMI,5,4,20,3.5,5
2024-09-23,FPT,1,1,10,5,4
2024-09-23,FPT,1,1,10,5,3
2024-09-23,FPT,1,1,10,4,3
2024-09-23,FPT,1,1,10,3.5,5
2024-09-23,FPT,1,1,10,unk,
2024-09-23,FPT,1,1,10,unk,
2024-09-23,FPT,1,2,17.5,unk,
2024-09-23,FPT,1,2,17.5,unk,
2024-09-23,FPT,1,2,17.5,5,2
2024-09-23,FPT,1,2,17.5,5,4
2024-09-23,FPT,1,2,17.5,4,5
2024-09-23,FPT,1,2,17.5,3.5,5
2024-09-23,FPT,1,3,23.5,unk,
2024-09-23,FPT,1,3,23.5,unk,
2024-09-23,FPT,1,4,32.5,unk,
2024-09-23,FPT,1,4,32.5,5,4
2024-09-23,FPT,1,4,32.5,5,5
2024-09-23,FPT,1,4,32.5,6,
2024-09-23,FPT,1,5,38,unk,
2024-09-23,FPT,1,5,38,3.5,6
2024-09-23,FPT,1,5,38,0,
2024-09-23,FPT,2,1,15,4,2
2024-09-23,FPT,2,1,15,3.5,4
2024-09-23,FPT,2,2,22,4,7
2024-09-23,FPT,2,2,22,0,
2024-09-23,FPT,2,3,31,4,5
2024-09-23,FPT,2,4,34,4,4
2024-09-23,FPT,2,4,34,1,
2024-09-23,FPT,3,1,9,0,
2024-09-23,FPT,3,1,9,4,3
2024-09-23,FPT,3,2,17,0,
2024-09-23,FPT,3,2,17,4,4
2024-09-23,FPT,3,2,17,3.5,6
2024-09-23,FPT,3,3,22.5,unk,
2024-09-23,FPT,3,3,22.5,3.5,7
2024-09-23,FPT,3,4,34,5,7
2024-09-23,FPT,3,4,34,0,
2024-09-23,FPT,3,4,34,4,8
2024-09-23,FPT,4,1,6,5,5
2024-09-23,FPT,4,1,6,3.5,3
2024-09-23,FPT,4,1,6,0,
2024-09-23,FPT,4,2,11.5,5,2
2024-09-23,FPT,4,2,11.5,4,2
2024-09-23,FPT,4,2,11.5,3.5,4
2024-09-23,FPT,4,2,11.5,5,4
2024-09-23,FPT,4,3,17,5,4
2024-09-23,FPT,4,3,17,4,5
2024-09-23,FPT,4,3,17,0,
2024-09-23,FPT,4,3,17,4,7
2024-09-23,FPT,4,4,19.5,5,1
2024-09-23,FPT,4,4,19.5,3.5,4
2024-09-23,FPT,4,4,19.5,5,7
2024-09-23,FPT,4,4,19.5,5,6
2024-09-23,FPT,4,4,19.5,0,
2024-09-23,FPT,5,1,3,4,2
2024-09-23,FPT,5,1,3,3.5,2
2024-09-23,FPT,5,1,3,0,
2024-09-23,FPT,5,1,3,unk,
2024-09-23,FPT,5,2,8.5,4,4
2024-09-23,FPT,5,2,8.5,3.5,6
2024-09-23,FPT,5,2,8.5,PS,
2024-09-23,FPT,5,3,14.5,5,5
2024-09-23,FPT,5,3,14.5,4,4
2024-09-23,FPT,5,3,14.5,0,
2024-09-23,FPT,5,4,21,5,1
2024-09-23,FPT,5,5,33,4,7
2024-09-23,FPT,5,5,33,3.5,8
2024-09-23,FPT,5,5,33,PS,
2024-09-23,NSGNB,1,1,8,5,2
2024-09-23,NSGNB,1,1,8,unk,
2024-09-23,NSGNB,1,2,12,5,3
2024-09-23,NSGNB,1,2,12,unk,
2024-09-23,NSGNB,1,2,12,unk,
2024-09-23,NSGNB,1,3,17,4,3
2024-09-23,NSGNB,1,3,17,5,4
2024-09-23,NSGNB,1,3,17,unk,
2024-09-23,NSGNB,1,4,24,4,4
2024-09-23,NSGNB,1,4,24,4,3
2024-09-23,NSGNB,1,4,24,0,
2024-09-23,NSGNB,2,1,4,0,
2024-09-23,NSGNB,2,1,4,4,3
2024-09-23,NSGNB,2,2,8,3.5,6
2024-09-23,NSGNB,2,2,8,0,
2024-09-23,NSGNB,2,3,10,3.5,6
2024-09-23,NSGNB,2,3,10,3.5,7
2024-09-23,NSGNB,2,4,15,0,
2024-09-23,NSGNB,2,4,15,3.5,6
2024-09-23,NSGNB,3,1,4,unk,
2024-09-23,NSGNB,3,2,9.5,unk,
2024-09-23,NSGNB,3,2,9.5,5,3
2024-09-23,NSGNB,3,3,15,5,3
2024-09-23,NSGNB,3,3,15,4,2
2024-09-23,NSGNB,3,3,15,unk,
2024-09-23,NSGNB,3,4,19.5,5,5
2024-09-23,NSGNB,3,4,19.5,3.5,3
2024-09-23,NSGNB,3,4,19.5,0,
2024-09-23,NSGNB,3,5,27,4,3
2024-09-23,NSGNB,3,5,27,3.5,6
2024-09-23,NSGNB,3,5,27,PS,
2024-09-23,NSGNB,4,1,1,4,1
2024-09-23,NSGNB,4,1,1,5,2
2024-09-23,NSGNB,4,1,1,unk,
2024-09-23,NSGNB,4,2,5.5,unk,
2024-09-23,NSGNB,4,2,5.5,unk,
2024-09-23,NSGNB,4,2,5.5,unk,
2024-09-23,NSGNB,4,3,11,5,3
2024-09-23,NSGNB,4,3,11,unk,
2024-09-23,NSGNB,4,4,16.5,3.5,4
2024-09-23,NSGNB,4,4,16.5,5,6
2024-09-23,NSGNB,4,4,16.5,0,
2024-09-23,NSGNB,4,5,26.5,0,
2024-09-23,NSGNB,4,5,26.5,4,3
2024-09-23,NSGNB,4,5,26.5,5,3
2024-09-23,NSGNB,5,1,5,3.5,4
2024-09-23,NSGNB,5,1,5,0,
2024-09-23,NSGNB,5,2,10,3.5,6
2024-09-23,NSGNB,5,2,10,PS,
